numero,Lat,Long,Nom,Ville,Pays,Type,star,isReservable,horaires,adresse,photo
878,3.0626289,50.6410432,Le Braque,,,,,,,,
879,2.3585031,48.8722456,Le Grand Quartier,75010,,brasserie/hotel/brunch,,,,15 Rue de Nancy,https://thegoodlife.thegoodhub.com/wp-content/thumbnails/uploads/sites/2/2020/01/video-hotel-grand-quartier-paris-2-77-romain-ricard-tt-width-1872-height-1200-fill-0-crop-0-bgcolor-eeeeee.jpg
880,2.385382,48.8665918,Les Canailles Menilmontant,75020,,brasserie/neobistrot,,,,15 Rue des Panoyaux,https://media.timeout.com/images/105169168/image.jpg
881,2.3345833,48.8792639,Les Canailles Bruyère,75009,,brasserie/neobistrot,,,,25 Rue la Bruyère,"https://res.cloudinary.com/tf-lab/image/upload/w_600,h_337,c_fill,g_auto:subject,q_auto,f_auto/restaurant/d7fe485e-6db3-4432-8e4a-c41cc10fd68b/2a0a42df-56a8-404c-826d-34a6c9a35712.jpg"
882,2.3400767,48.8933757,étsi - l'ouzeri,75018,,grec/neobistrot,,,,41 Rue du Ruisseau,https://www.lechef.com/wp-content/uploads/2022/01/B.R.A.-Etsi-louzeripng.png
883,2.3199363,48.8835646,Gare au Gorille,75017,,neobistrot,,,,68 Rue des Dames,"https://res.cloudinary.com/tf-lab/image/upload/w_600,h_337,c_fill,g_auto:subject,q_auto,f_auto/restaurant/b0f3383b-7e93-4ac0-961f-0e4a926f56e1/a2f6908f-3fc0-41ea-bd2d-e61447c48be6.jpg"
884,2.3172328,48.888623,Salicorne,75017,,neobistrot,,,,11 Rue Brochant,https://image.over-blog.com/HwKO3_PDp_gPVVslr_0AdUdrJHk=/filters:no_upscale()/image%2F2551201%2F20200928%2Fob_946313_le-truffaut-restaurant-paris-17.jpg
885,2.3439996,48.8644,DokiDoki - Finest Hand Roll Bar,75001,,asiatique,,,,59 Rue Jean-Jacques Rousseau,https://www.sortiraparis.com/images/80/96893/718393-dokidoki-le-handroll-bar-japonais-les-photos.jpg
886,2.3934393,48.8694816,fripon paris,75020,,neobistrot,,,,108 Rue de Ménilmontant,https://img.static-rmg.be/a/view/q75/w0/h0/3307832/sans-titre-30-png.png
887,2.372838,48.864319,Le Villaret,75011,,neobistrot,,,,13 Rue Ternaux,"https://res.cloudinary.com/tf-lab/image/upload/w_600,h_337,c_fill,g_auto:subject,q_auto,f_auto/restaurant/15b80f04-73dd-4dea-b3f4-7ff2279f1ee9/7385b937-4fef-4319-8f5f-b6ee0bd9b221.jpg"
888,2.387711,48.8682791,Becquetance,75020,,neobistrot/brasserie,,,,67 Rue de Ménilmontant,https://monpetit20e.com/wp-content/uploads/2022/01/becquetance1-819x1024.jpg
889,2.3749658,48.8493254,Passerina,75012,,italien/neobistrot,,,,65 Rue Traversière,https://axwwgrkdco.cloudimg.io/v7/lefooding.com/medias/2022/02/Passerina-2.jpg?width=640&height=420&optipress=3
890,-3.455752,47.6374131,Bistrot Bao,,,,,,,,
891,2.3213614,48.8467458,"Anicia, table nature par François Gagnaire",75006,,neobistrot/brasserie,,,,97 Rue du Cherche-Midi,https://www.sortiraparis.com/images/80/94924/669016-anicia-2021.jpg
892,4.8260578,45.7519879,Rustique,,,,,,,,
893,2.349255,48.8757409,Sapid,75010,,neobistrot,,,,54 Rue de Paradis,https://image.over-blog.com/x-ERgc7yI8AySeiAEJhYbqKAhVo=/filters:no_upscale()/image%2F2551201%2F20211020%2Fob_e20e5e_aubergine-roti-moutabal-sapid-restaura.jpg
894,7.4002217,43.7450846,Hostellerie Jérôme,,,,,,,,
895,2.345659,48.8667275,Café Compagnon,75002,,neobistrot/brasserie,,,,22-26 Rue Léopold Bellan,https://ideat.thegoodhub.com/wp-content/uploads/sites/3/2021/10/cafe_restaurant_compagnon_paris_salle.jpg
896,2.3472854,48.8956402,Champion,75018,,vins/sur_le_pouce/brasserie,,,,55 Rue Championnet,https://www.vinsnaturels.fr/999_membres/555_photo_users/356/13.jpg
897,2.2620373,48.8369699,disciples,75016,,neobistrot/brasserie,,,,136 Bd Murat,https://image.over-blog.com/sNGTDp7cwU3SRP3DS9Ue2VEtfM8=/filters:no_upscale()/image%2F2551201%2F20201022%2Fob_db94b5_disciples-restaurant-paris-16.jpg
898,2.3631628,48.863513,Le Collier de la Reine,75003,,neobistrot/brasserie,,,,57 Rue Charlot,https://www.doitinparis.com/files/2022/bars-restos/poisson/02/les-colliers-de-la-reine/collier-de-la-reine-menu.jpg
899,2.3498718,48.865859,Tekés,75002,,neobistrot/moyen_orient,,,,4 bis Rue Saint-Sauveur,https://www.doitinparis.com/files/2022/bars-restos/resto-branches/02/tekes/thumbs-1180x525/tekes.jpg
900,2.3014592,48.8683674,Bvlgari Hôtel Paris,75008,,italien/brasserie,,,,30 Av. George V,https://www.bulgarihotels.com/.imaging/bhr-960-jpg/dam/PARIS/OPENING/BH%20PARIS%20The%20Bulgari%20Bar.zip/BH-PARIS-The-Bulgari-Bar/MOD/BH-Paris-Bar.jpg/jcr%3Acontent
901,2.3313927,48.8528738,Steam Bar,75006,,asiatique,,,,2 Rue du Sabot,https://media-cdn.tripadvisor.com/media/photo-s/17/b6/0c/6e/gabriel-pistre.jpg
902,2.3153,48.8599889,Garance,75007,,neobistrot,,,,34 Rue Saint-Dominique,https://media-cdn.tripadvisor.com/media/photo-s/11/ae/7a/a6/garance.jpg
903,2.3838605,48.8737447,BASIS,75019,,sur_le_pouce,,,,79 Rue de Belleville,https://www.atabula.com/wp-content/uploads/2021/05/BASIS-MARS2021-IG18.jpg
904,-0.132264,51.51311,Tonkotsu Soho,,,,,,,,
905,-0.20531,51.515716,Tonkotsu Notting Hill,,,,,,,,
906,4.8351694,45.762076,Croustiller,,,,,,,,
907,18.1734398,40.3540394,L'angolino di Via Matteotti,,,,,,,,
908,-0.1353862,51.5147428,The Breakfast Club Soho,,,,,,,,
909,2.3493004,48.8781184,BAKE.,75010,,sur_le_pouce/boulangerie,,,,96 Rue du Faubourg Poissonnière,https://assets.justacote.com/photos_entreprises/bake-paris-618bab087da36.jpg
910,2.3350611,48.8805997,Mesita,75009,,sur_le_pouce/moyen_orient,,,,2 Rue Pierre Fontaine,https://www.magazine-mint.fr/wp-content/uploads/2021/07/geraldinemartens-dsc9466-683x1024.jpg
911,2.8873893,42.7033682,Baston,,,,,,,,
912,2.3204389,48.8900667,Yansai,75017,,sur_le_pouce/asiatique,,,,47 Rue des Moines,https://media-cdn.tripadvisor.com/media/photo-s/14/7d/3a/99/yansai.jpg
913,2.3239264,48.8483422,The Crying Tiger,75006,,asiatique,,,,72 Rue du Cherche-Midi,https://www.doitinparis.com/files/2021/bars-et-restos/asiatique/10/crying-tiger/thumbs-1180x525/cryingtiger.jpg
914,2.3698336,48.8613679,BAMBINO,75011,,italien/brasserie,,,,25 Rue Saint-Sébastien,https://media-cdn.tripadvisor.com/media/photo-s/1d/86/3e/09/caption.jpg
915,2.3390387,48.8545442,O-Komé,75006,,asiatique/sur_le_pouce,,,,34 Rue Dauphine,https://pbs.twimg.com/media/FEEXVvTXEAIudVh?format=jpg&name=4096x4096
916,2.3764206,48.8689406,La Cantine de Babelville,75011,,brasserie/africain,,,,77 Rue de la Fontaine au Roi,https://media-cdn.tripadvisor.com/media/photo-s/1e/c5/59/0f/caption.jpg
917,2.3573192,48.8691671,Tiger Tiger,75010,,asiatique,,,,15 Rue René Boulanger,https://www.sortiraparis.com/images/80/94387/656927-tiger-tiger-restaurant-le-resto-street-food-hongkongais-du-10e.jpg
918,2.3234278,48.8841289,BAP - Restaurant coréen,75017,,asiatique,,,,37 Rue des Dames,https://www.sortiraparis.com/images/80/86372/454931-on-the-bab.jpg
919,2.3256964,48.8492484,Benchy,75006,,asiatique/sur_le_pouce/patisserie,,,,50 Rue du Cherche-Midi,"https://media.admagazine.fr/photos/61d6c367663d401ef0c07317/16:9/w_1280,c_limit/Capture%20d%E2%80%99e%CC%81cran%202022-01-06%20a%CC%80%2011.16.16.png"
920,2.3416464,48.8756693,Pala Mia - Street Food Di Roma,75009,,italien/sur_le_pouce,,,,5 Rue de Châteaudun,https://sortir.telerama.fr/sites/tr_master/files/assets/images/paia_maia98.jpg
921,2.3528592,48.8637364,Qasti Shawarma & Grill,75003,,sur_le_pouce/moyen_orient,,,,214 Rue Saint-Martin,https://res.cloudinary.com/tf-lab/image/upload/restaurant/e8c0778a-33f7-4b64-98a5-7df654b17e4d/d9e2c5a7-8f0a-4e10-b48f-8c32d1c39354.jpg
922,2.3470505,48.8664794,Riha Durum,75002,,sur_le_pouce/moyen_orient,,,,1 Rue des Petits Carreaux,https://lemenu.co/images/1caed712712a0a158b3e3b21c399fe55.jpg
923,2.3542717,48.8724274,Urfa Dürüm,75010,,sur_le_pouce/moyen_orient,,,,58 Rue du Faubourg Saint-Denis,https://media-cdn.tripadvisor.com/media/photo-s/1c/26/1d/0f/adana-durum-lahmacun.jpg
924,2.366787,48.8800486,Beng Beng,75010,,asiatique/sur_le_pouce,,,,23 Rue Louis Blanc,https://www.sortiraparis.com/images/80/96806/714942-beng-beng-le-restaurant-de-banh-exo-et-autres-galettes-roules.jpg
925,4.8315895,45.7686013,CHËF - berliner kebap,,,,,,,,
926,2.3355272,48.868115,Zaza par Yoni Saada,75002,,sur_le_pouce/moyen_orient,,,,51 Pass. Choiseul,https://rs-menus-api.roocdn.com/images/aea11794-9ff9-4a26-9601-2785d4920300/image.jpeg?width=1200&height=630&auto=webp&format=jpg&fit=crop&v=
927,2.3642854,48.8631868,Bagnard Saintonge par Yoni Saada,75003,,sur_le_pouce/moyen_orient,,,,58 Rue de Saintonge,https://www.yonder.fr/sites/default/files/styles/scale_740x493/public/lestops/08-Bagnard%20Sandwich%20jo%20la%20deche%20assiette%20%C2%A9%20Annabelle%20SCHACHMES.jpg?itok=9wJ-Jg6O
928,2.3375569,48.8687302,Bagnard Augustin par Yoni Saada,75002,,,,,,7 Rue Saint-Augustin,https://www.doitinparis.com/files/2019/bars-restos-food/tendances-food/11/bagnard-food/bagnard-food.jpg
929,2.3044634,48.8335793,Guillaume Grasso la vera Pizza Napoletana,75015,,italien,,,,45 Rue Brancion,https://media-cdn.tripadvisor.com/media/photo-s/17/53/fb/88/pizzas.jpg
930,2.3318359,48.8486408,Sôma Sando,75006,,asiatique/sur_le_pouce,,,,62 Rue de Vaugirard,http://restaurants-soma.fr/images/portfolio/portfolio-soma23.jpg
931,2.3666679,48.8801863,ROUND,75010,,sur_le_pouce/burger,,,,25 Rue Louis Blanc,https://fr.newtable.com/uploads/medias/restaurants/images/thumbs/6183-photo1.png
932,2.3416032,48.8567772,Ha Noi 1988,75001,,asiatique,,,,72 Quai des Orfèvres,"https://static.wixstatic.com/media/204731_edbbe82fa9ac42a0a3b139c45153597d~mv2.jpg/v1/fill/w_640,h_656,fp_0.50_0.50,q_85,usm_0.66_1.00_0.01/204731_edbbe82fa9ac42a0a3b139c45153597d~mv2.webp"
933,,,FEEL LING,75116,,asiatique,,,,24 Rue Lauriston,https://lh3.googleusercontent.com/p/AF1QipON0h_3d_X_HjawYb2tzCVjrZr9h9ccWb6_dHKt=s1360-w1360-h1020
934,,,Mi Perú,75012,,sur_le_pouce/brasserie,,,,7 Rue Rondelet,https://lh3.googleusercontent.com/p/AF1QipOh4ZvmV6vWQi_MjT99ZVx_wb7vUvpcEe9QiBNX=s1360-w1360-h1020
935,,,Cuties,75002,,burger,,,,10 Pass. des Panoramas,https://lh3.googleusercontent.com/p/AF1QipO5dkFdopehZHFNtiKMCZKKo3lEY3Q1s-RFCzpl=s1360-w1360-h1020
936,,,La Riposte restaurant,75009,,italien,,,,19 Rue de Bruxelles,https://lh3.googleusercontent.com/p/AF1QipO-_GLmEdEucSKdwVnFKV42vRlxn1pfVOe6HHl9=s1360-w1360-h1020
937,,,Dumbo Petites-Écuries,75010,,burger,,,,14 R. des Petites Écuries,https://lh3.googleusercontent.com/p/AF1QipPGR2cWdlclgsgUtlPFICzR62B1ovmMx050q461=s1360-w1360-h1020
938,,,La Monella Pizzeria,75017,,italien,,,,2 Rue Lemercier,https://lh3.googleusercontent.com/p/AF1QipOnIzBXs-ZvtYmCUYMS7XVsko2LB7TV5GuAdyJf=s1360-w1360-h1020
939,,,Olive Chichen,75014,,asiatique,,,,6 Rue Poinsot,https://lh3.googleusercontent.com/p/AF1QipNwWKxLiPxyS0Zr2zPZerK_liOTTHxHgVhhg3lE=s1360-w1360-h1020
940,,,Numéro 10,75009,,burger,,,,10 Rue Frochot,https://lh3.googleusercontent.com/p/AF1QipPzOMT7-gV2SW4Dr7xcoge02dk2YdmjXMl7oJZA=s1360-w1360-h1020
941,,,Shabestan - Champs-Élysées,75008,,moyen_orient,,,,5 Rue du Commandant Rivière,https://lh3.googleusercontent.com/p/AF1QipOOE-xeG8dWBj8jpukSCvC0c8hMJfaoDCT-UJL6=s1360-w1360-h1020
942,,,La Sabicherie,75011,,moyen_orient,,,,33 Rue du Faubourg Saint-Antoine,https://lh3.googleusercontent.com/p/AF1QipMHyxgKlWsf8poAe5-Yt31Zfw6M5jA9UzwxNoOT=s1360-w1360-h1020
943,,,Dizen,75009,,moyen_orient,,,,27 Rue Pierre Fontaine,https://lh3.googleusercontent.com/p/AF1QipOSX8BQKcnSX0hsPrN-grO6XmaasH_GwW7uhf8D=s1360-w1360-h1020
944,,,Au pactole Nedra traiteur,75017,,moyen_orient,,,,33 Rue Legendre,https://lh3.googleusercontent.com/p/AF1QipNSuD3IOy6A0e_wzaJ-_0SoKQ3vTaWApnNOzUs_=s1360-w1360-h1020
945,,,Itegue Taitu,75019,,africain,,,,66 Rue Armand Carrel,https://lh3.googleusercontent.com/p/AF1QipMCK43LlvDEQdDKD-vCc__yx3prkk-ieZxYFQme=s1360-w1360-h1020
946,,,Miam-Miam Cool,75009,,asiatique,,,,41 Rue de Provence,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.eat-list.fr%2Fparis-9-75009%2Frestaurant-chinois-10%2Fmiam-miam-cool-136648&psig=AOvVaw2L1g_trs6V66oBWawYW6Lt&ust=1677517403596000&source=images&cd=vfe&ved=0CBAQjRxqFwoTCNjkkLrVs_0CFQAAAAAdAAAAABAR
947,,,Gumbo Yaya Chicken and Waffles,75010,,africain/sur_le_pouce,,,,3 Rue Charles Robin,https://lh3.googleusercontent.com/p/AF1QipMM7F6MCOg_kSImqsAbf00JYRDobp98TtygOlVC=s1360-w1360-h1020
948,,,Baba Zulu,75010,,burger/sur_le_pouce,,,,23 Rue Beaurepaire,https://lh3.googleusercontent.com/p/AF1QipNMofNL1snnKCS3mkUSRYRZXpmvkc7hvv5LD3bT=s1360-w1360-h1020
949,,,Sonny’s pizza,75011,,italien,,,,5 Rue de la Fontaine au Roi,https://lh3.googleusercontent.com/p/AF1QipMiw43clEQGDDFplqLQBbHol62Z06RkS7L9EZPu=s1360-w1360-h1020
950,,,Meshuga,75006,,burger/sur_le_pouce,,,,3 Rue Vavin,https://lh3.googleusercontent.com/p/AF1QipP2sPWlcEdLk4YtbPymLMZanXHLQ2F1nKC_t-ch=s1360-w1360-h1020
951,,,BIKINI Burger Joint,75010,,burger/sur_le_pouce,,,,29 Rue d'Enghien,https://lh3.googleusercontent.com/p/AF1QipNQk6TTPaJ5AfG63bUTV031dp_7gMtmQZsnhlZo=s1360-w1360-h1020
952,,,Junk Montmartre,75002,,burger/sur_le_pouce,,,,114 Rue Montmartre,https://lh3.googleusercontent.com/p/AF1QipNPFaATmlTiD3xaHv4anyV0cfA8yqRMUAFACHUu=s1360-w1360-h1020
953,,,JANET by Homer - Marais,75004,,burger/sur_le_pouce,,,,13 Rue Rambuteau,https://lh3.googleusercontent.com/p/AF1QipO704xPgvL6eh7_tk7K7ccZy5sC3QaFmZYh_RxH=s1360-w1360-h1020
954,,,Bao Express,75011,,asiatique,,,,10 R. Bréguet,https://lh3.googleusercontent.com/p/AF1QipM4Y17SRE48386AlYniSsdlCpyt7zmm8vcV7En_=s1360-w1360-h1020
955,,,Enni Udon,75008,,asiatique,,,,6 Rue de la Renaissance,https://lh3.googleusercontent.com/p/AF1QipMnquzZqbom15KF-pxy3U4kL4NvyXF_NGAqJWyq=s1360-w1360-h1020
956,,,Chez Neung,75005,,asiatique,,,,70 Bd Saint-Marcel,https://lh3.googleusercontent.com/p/AF1QipOrd_qd_KQj6RWGeRkbj_5yI00cvP_Otl_mbsrs=s1360-w1360-h1020
957,,,Xiang Piao Piao,75017,,asiatique,,,,4 Rue Davy,https://lh3.googleusercontent.com/p/AF1QipNDsCVK-McyxnNLrRm-Ki0Qcr7xlMypqzPlaD4u=s1360-w1360-h1020
958,,,Spécimen Burger,75006,,burger/sur_le_pouce,,,,3 Rue Guisarde,https://lh3.googleusercontent.com/p/AF1QipMaTS3lFhVPkEAl1ZKYh4wjR5YQy58MKeKe9k-b=s1360-w1360-h1020
959,,,Les Pantins,93500,,neobistrot,,,,6 Rue Victor Hugo,https://lh3.googleusercontent.com/p/AF1QipNlkjQWEP0IikomcgyC3SfGToHLZvUdCkawxVQO=s1360-w1360-h1020
960,,,Zapi,75008,,italien,,,,20 Rue du Boccador,https://lh3.googleusercontent.com/p/AF1QipNKHsWtUjKKP1GKPI6RAIVe0_Ir4KtbT7mmJGRP=s1360-w1360-h1020
961,,,Tawlet Paris,75011,,moyen_orient,,,,2 Rue de la Fontaine au Roi,https://lh3.googleusercontent.com/p/AF1QipPoXqSCCfyXGmNc1o2mDBO--lDemaRYxdMHJugd=s1360-w1360-h1020
962,,,Soces,75019,,neobistrot,,,,32 Rue de la Villette,https://lh3.googleusercontent.com/p/AF1QipPBpW67Dsk8TF-Ynx8QNgd3Zya1qlBUQ4hHaEFJ=s1360-w1360-h1020
963,,,L'Alimentari,75004,,italien,,,,6 Rue des Ecouffes,https://lh3.googleusercontent.com/p/AF1QipMyt-rmqbchTkBGWTg2wEfK7iraVVZACeqckM9d=s1360-w1360-h1020
964,,,Jones,75011,,neobistrot,,,,43 Rue Godefroy Cavaignac,https://lh3.googleusercontent.com/p/AF1QipO_Sebk4XERrB_c3yyhoCiVGHUiH7OlHNTbWS9W=s1360-w1360-h1020
965,,,Zakuro,75002,,asiatique,,,,4 Rue de Port-Mahon,https://lh3.googleusercontent.com/p/AF1QipPIzwQEprBdLMFxqhirQl0tCFyIbkFIeZ--aCxy=s1360-w1360-h1020
966,,,Baca'v par Emile Cotte,75005,,neobistrot,,,,6 Rue des Fossés Saint-Marcel,https://lh3.googleusercontent.com/p/AF1QipPqUFY0Es95AaKpzcjfPKbnQ_KWFm6dIONHZh6J=s1360-w1360-h1020
967,,,Ayadi Gourmet,75005,,moyen_orient,,,,17 Rue Frédéric Sauton,https://lh3.googleusercontent.com/p/AF1QipPWeXWnccdavJzMYKxVnMGTw2h1s8g1C-IAyduF=s1360-w1360-h1020
968,,,Pianoterra,75011,,italien,,,,49 Rue Popincourt,https://lh3.googleusercontent.com/p/AF1QipOG-8gNps_NzJIHiTy7qe4AZgiymvcsKtzaLIA4=s1360-w1360-h1020
969,,,Le Baratin,75020,,neobistrot,,,,3 Rue Jouye-Rouve,https://lh3.googleusercontent.com/p/AF1QipP_3eJS4NEA2qqnq_9nSpfolsWNNsXa29ivKbo=s1360-w1360-h1020
970,,,Komatsubaki Paris,75008,,asiatique,,,,3 Rue d'Artois,https://lh3.googleusercontent.com/p/AF1QipN_u1_pc-bJVKwNoOwrv5Tfmv0z6ZVyY6UyRYr3=s1360-w1360-h1020
971,,,Brigade du Tigre,75010,,asiatique/neobistrot,,,,38 Rue du Faubourg Poissonnière,https://lh3.googleusercontent.com/p/AF1QipM52_VY7iVU_TddjbpyovcyVBVm-67IwZ5FVc4u=s1360-w1360-h1020
972,,,BangBang Restaurant,75020,,asiatique/neobistrot,,,,09 Rue du Liban,https://lh3.googleusercontent.com/p/AF1QipO0Rn91AFMAdSIE2ez3idHSd64QnTGsS-WRGVRM=s1360-w1360-h1020
973,,,Jugaad,75002,,indien/neobistrot,,,,16 Rue Favart,https://lh3.googleusercontent.com/p/AF1QipOn4TfUJaNwUieOWPX3_AAkITdQ_wfl-Q-vHlkC=s1360-w1360-h1020
974,,,"ecume, comptoir marin",75017,,neobistrot,,,,78 R. de Lévis,https://lh3.googleusercontent.com/p/AF1QipNhQZauqudohnXQ4KMbToUTaUgFber3iVlcQ0DA=s1360-w1360-h1020
975,,,Acte II,75003,,neobistrot,,,,93 Rue Vieille-du-Temple,https://lh3.googleusercontent.com/p/AF1QipMHcBkE-T_Fx8HY8idhbt_Ko_8ylThz3BpvQHG3=s1360-w1360-h1020
976,,,Misa Bulgogi,75017,,asiatique,,,,24 Rue Brey,https://lh3.googleusercontent.com/p/AF1QipN_VfOqdooSE67OaULBWVGrRO5rjspBhCgY6IW0=s1360-w1360-h1020
977,,,KALYPSO Comptoir Marin,75017,,neobistrot,,,,19 Rue Brochant,https://lh3.googleusercontent.com/p/AF1QipM7yL5gBHePnuPu6eaMKLjSHhWVnG-ASQYhxOY=s1360-w1360-h1020
978,,,Casa Di Peppe,75005,,italien,,,,222 Rue Saint-Jacques,https://lh3.googleusercontent.com/p/AF1QipPiyqj_FNfWV-6RGFTZq55lg2QnQ9XmyGJtrU-F=s1360-w1360-h1020
979,,,L'Osteria Ruggera,75002,,italien,,,,35 Rue Tiquetonne,https://lh3.googleusercontent.com/p/AF1QipMO65HSchqHbYrYTiabpwAx_ySmkOnbicnl884=s1360-w1360-h1020
980,,,Sur Mer,75010,,neobistrot,,,,53 Rue de Lancry,https://lh3.googleusercontent.com/p/AF1QipPK8vW469l9G2HZsKwxhRsVVbV0NSIEX-Ip08LP=s1360-w1360-h1020
981,,,Freddy's,75006,,neobistrot,,,,54 Rue de Seine,https://lh3.googleusercontent.com/p/AF1QipMmLbdZU806Pgm1IPGZjB4pR-SQDJQaXohLxYzd=s1360-w1360-h1020
982,,,Gargouille,75009,,neobistrot,,,,7 Rue Jean-Baptiste Pigalle,https://lh3.googleusercontent.com/p/AF1QipPHL_nAqzJEQ-WCfcNmkqnxibIEcKxSDAALIS41=s1360-w1360-h1020
983,,,Terra,75003,,neobistrot,,,,21 Rue des Gravilliers,https://lh3.googleusercontent.com/p/AF1QipP0DA3oZkChMrM-GFo2lZ3Aqiv05_AWNWUcCFhO=s1360-w1360-h1020
984,,,Brasserie Martin,75011,,brasserie,,,,24 Rue Saint-Ambroise,https://lh3.googleusercontent.com/p/AF1QipP_VS9CUKY2iszn4-_NNY308Rrmihsw5kpmNYWx=s1360-w1360-h1020
985,,,Recoin,75011,,neobistrot,,,,60 Rue St Sabin,https://lh3.googleusercontent.com/p/AF1QipOYMPi8hFn8eAOwjbWyxYTjAL9woEvJcZZHEVL2=s1360-w1360-h1020
986,,,Passionné Restaurant,75009,,neobistrot/gastronomique,,,,17 Rue Bergère,https://lh3.googleusercontent.com/p/AF1QipMe0mQQpZwoSk6KdPDx-OPvpycgQ3BvETqyKwVX=s1360-w1360-h1020
987,,,BAANBECK,75004,,asiatique/neobistrot,,,,2 Quai Henri IV,https://lh3.googleusercontent.com/p/AF1QipPeXTpnXw8KkOoQR_MBQR27zsEkeuBPdmeP6XOg=s1360-w1360-h1020
988,,,Magma,75011,,neobistrot,,,,9 Rue Jean-Pierre Timbaud,https://lh3.googleusercontent.com/p/AF1QipOy_J9mUKRWgoKRSsWIdeaZVkWl3NeqQTePUF-f=s1360-w1360-h1020
989,,,Vive Restaurant,75017,,neobistrot,,,,62 Av. des Ternes,https://lh3.googleusercontent.com/p/AF1QipNjHpU1FWMc6C65boE36lKDdaJ2arum2BxoHz_O=s1360-w1360-h1020
990,,,YUSHIN,92200,,asiatique,,,,77 Rue Chauveau,https://lh3.googleusercontent.com/p/AF1QipNOUIiGvn7JYeepYccNptMmFrAl1Ix0jLYQY0j7=s1360-w1360-h1020
991,,,Les Oeillets,75011,,neobistrot,,,,137 Rue Saint-Maur,https://lh3.googleusercontent.com/p/AF1QipOMd5Q5WjDPClRcw8hx1ABkkoMvyycsfXJbIGYR=s1360-w1360-h1020
992,,,HANDO Parisian Handroll,75006,,asiatique,,,,89 Rue de Sèvres,https://lh3.googleusercontent.com/p/AF1QipORUWAb4WZtZAwGzHxbTqe4MzQpv8sqRHTSPqil=s1360-w1360-h1020
993,,,Mallory Gabsi,75017,,neobistrot/gastronomique,,,,28 Rue des Acacias,https://lh3.googleusercontent.com/p/AF1QipNJE-0UFCkA2fLfOsNH0Ut7_APDbWeY8zymq2IZ=s1360-w1360-h1020
994,,,Restaurant TenZen,75001,,asiatique,,,,8 Rue de l'Échelle,https://lh3.googleusercontent.com/p/AF1QipMMYDEjUnh0tv3xz-HvfLdTt_cdagnLKPO5Io3i=s1360-w1360-h1020
995,,,Mer & Coquillage Paris,75002,,neobistrot,,,,36 Rue des Petits Champs,https://lh3.googleusercontent.com/p/AF1QipOUSUIeeKffCFwlEp9f1q8DUCXLdP_mz6GCvtXQ=s1360-w1360-h1020
996,,,CHARBON KUNITORAYA,75001,,asiatique/neobistrot,,,,5 Rue Villédo,https://lh3.googleusercontent.com/p/AF1QipPuiXosXsvpV3rSIHPoQUrHlv73-p6X9Sx_zzb8=s1360-w1360-h1020
997,,,Sugaar,75006,,neobistrot,,,,5 Rue Gozlin,https://lh3.googleusercontent.com/p/AF1QipMlbgFAsuAHa2vJWmtexnSyeNSbiehgJ7_1nj2d=s1360-w1360-h1020
998,,,Totto Restaurant,75012,,asiatique,,,,6 Rue Théophile Roussel,https://lh3.googleusercontent.com/p/AF1QipPrwhq6gQXhqQSdEH-iAlg4AbMymngBy3atEhiJ=s1360-w1360-h1020
999,,,Localino,75006,,italien,,,,10 Rue de l'Odéon,https://lh3.googleusercontent.com/p/AF1QipOj1TBuJMb2_Gup-z2lvNVvV6MHVJHE_X29B05N=s1360-w1360-h1020
1000,,,La Boucherie Grégoire,75006,,brasserie/neobistrot,,,,29 Rue de l'Abbé Grégoire,https://lh3.googleusercontent.com/p/AF1QipNj8YcP0GEQ7-V8ct_BN3v9fEB6ZeTPy9q8fErq=s1360-w1360-h1020
1001,,,Chakaiseki Akiyoshi,75015,,asiatique,,,,59 Rue Letellier,https://lh3.googleusercontent.com/p/AF1QipN64l7QPn1vwKwYUpoJim51O8DgJYZxes-0_Qdj=s1360-w1360-h1020
1002,,,Ryô,75001,,asiatique,,,,7 Rue des Moulins,https://lh3.googleusercontent.com/p/AF1QipOT9-YVY2j0blrFzCAhKhZJ3UZOY9SKWbWPLKTj=s1360-w1360-h1020
1003,,,L’ascension,75009,,brasserie/neobistrot,,,,67 Rue de Clichy,https://lh3.googleusercontent.com/p/AF1QipPsZkOXvV6dmr-a29NhunNEiVQ_OQzZGqdJhCTh=s1360-w1360-h1020
1004,,,Le Rubis,75002,,neobistrot,,,,14 Rue Léopold Bellan,https://lh3.googleusercontent.com/p/AF1QipNRwEz_M7hjco_S74UcMPhZZh3-JpZ7vvNKgNkm=s1360-w1360-h1020
1005,,,Shang Palace,75116,,gastronomique/asiatique,,,,10 Av. d'Iéna,https://lh3.googleusercontent.com/p/AF1QipMgSbqsq-otQ4jRWUbRMLmmtfA8JOmsqYaBI9I=s1360-w1360-h1020
1006,,,Restaurant Akrame,75008,,gastronomique,,,,7 Rue Tronchet,https://lh3.googleusercontent.com/p/AF1QipOtofU82q1ZwF3naBHP7qQ7d0mCO5un3B-uLHLo=s1360-w1360-h1020
1007,,,Table,75012,,gastronomique,,,,3 R. de Prague,https://lh3.googleusercontent.com/p/AF1QipNsLSq2Sk1dslA35Em32l-2JrgBq_mWN5D9cesk=s1360-w1360-h1020
1008,,,CLAIRE Heitzler,92300,,patisserie,,,,9 Rue du Parc,https://lh3.googleusercontent.com/p/AF1QipM0P1aZfCtsFH-slYaFqHNkgyP6XNPFQuY9eAPn=s1360-w1360-h1020
